evidence_id,program,address,origin,kind,reference,details
function-evidence:wiz8:004e5f00:reccmp,wiz8,004e5f00,reccmp,structural-compile,comparison:004e5f00,Complete behavior and control flow; compiled body is 274 bytes versus 277 because VC6 schedules shared stack cleanup and two flag-test registers differently
function-evidence:wiz8:004e61e0:canonical-behavior,wiz8,004e61e0,canonical-behavior,identity-review,name_origin=descriptive,The complete body scans both monster lists and returns the nearest live entry satisfying an optional maximum distance
function-evidence:wiz8:004e61e0:reccmp,wiz8,004e61e0,reccmp,structural-compile,comparison:004e61e0,The compiled body has the canonical 388 bytes and 138 instructions with seven register or equivalent LEA-versus-ADD differences
function-evidence:wiz8:004e6370:canonical-behavior,wiz8,004e6370,canonical-behavior,identity-review,name_origin=descriptive,The complete body initializes runtime dice values across both monster lists and applies calculated scale to each live Monster
function-evidence:wiz8:004e6370:reccmp,wiz8,004e6370,reccmp,exact-compile,match:dd98d985aa846a33,VC6 SP5 O2 G6 MD body is byte-exact in Local Code\MonsterManager.cpp
function-evidence:wiz8:004e65d0:canonical-behavior,wiz8,004e65d0,canonical-behavior,identity-review,name_origin=descriptive,The body interpolates scale from HP and applies a bounded plus-or-minus twenty-percent random variation
function-evidence:wiz8:004e65d0:reccmp,wiz8,004e65d0,reccmp,exact-compile,match:15b42f04df5b2dec,VC6 SP5 O2 G6 MD body is byte-exact in Local Code\MonsterManager.cpp
function-evidence:wiz8:004e67a0:canonical-behavior,wiz8,004e67a0,canonical-behavior,identity-review,name_origin=descriptive,The complete eligibility and group-scaled chance gates select cycle two behavior one
function-evidence:wiz8:004e67a0:reccmp,wiz8,004e67a0,reccmp,exact-compile,match:68f10667d96192a3,VC6 SP5 O2 G6 MD body is byte-exact in Local Code\MonsterManager.cpp
function-evidence:wiz8:00401920:sgp-source,wiz8,00401920,sgp-source,identity-review,name_origin=sgp-source,"sgp.c line 828 ShutdownWithErrorBox: strncpy into gzErrorMsg then gfIgnoreMessages=TRUE then exit(0); the binary widens the copy to 2047 characters, which is recorded as source drift rather than smoothed away"
function-evidence:wiz8:00428ab0:original-runtime-string,wiz8,00428ab0,original-runtime-string,behavior-review,name_origin=descriptive,"The retained strings at 0x006042f4 and 0x00604298 spell the developer notice and the assert-report format the handler emits; srAssertSetFunc has exactly one reference site, 0x004224e2, inside InitializeVideoDevice"
function-evidence:wiz8:0058aad0:canonical-callers,wiz8,0058aad0,canonical-callers,behavior-review,name_origin=descriptive,The byte-exact GetFact and SetFact bodies call 0x0058aad0 as the variadic wide log channel their recovered source declares as WriteGameLog
function-evidence:wiz8:00422240:canonical-callers,wiz8,00422240,canonical-callers,behavior-review,name_origin=descriptive,Called once from the ported renderer-window bring-up as its device gate; loads the SurRender device and installs the assert handler
function-evidence:wiz8:005a80a0:canonical-behavior,wiz8,005a80a0,canonical-behavior,identity-review,name_origin=descriptive,"Base-first construction order with the own vtable installed last, and two call sites that allocate exactly 0xa0 bytes immediately before calling it"
function-evidence:wiz8:005a8190:canonical-behavior,wiz8,005a8190,canonical-behavior,identity-review,name_origin=descriptive,Restores the class vtable then calls the base destructor - the MSVC complete-destructor shape
function-evidence:wiz8:005a8170:canonical-behavior,wiz8,005a8170,canonical-behavior,identity-review,name_origin=descriptive,Occupies vtable slot 0 and wraps the complete destructor with a conditional operator delete
function-evidence:wiz8:005a81a0:reccmp,wiz8,005a81a0,reccmp,identity-review,name_origin=descriptive,"61 of 61 bytes relocation-masked exact on the first build, which is the layout proof for the class"
function-evidence:wiz8:005a8190:reccmp,wiz8,005a8190,reccmp,identity-review,name_origin=descriptive,"11 of 11 bytes relocation-masked exact; an empty derived destructor emits exactly the vtable restore and the tail jump to the base destructor, which is what confirms the base relationship"
function-evidence:wiz8:005a8170:reccmp,wiz8,005a8170,reccmp,identity-review,name_origin=descriptive,"30 of 30 bytes relocation-masked exact; emitted by the compiler from the virtual destructor rather than written, so the match also confirms the class is polymorphic with its destructor in slot 0"
function-evidence:wiz8:005a80a0:reccmp,wiz8,005a80a0,reccmp,identity-review,name_origin=descriptive,"205 of 205 bytes relocation-masked exact; the match required the two own fields to be member initializers rather than body assignments, which is what places the implicit vptr store after them, so the original constructor used an initializer list"
function-evidence:wiz8:005d25b0:canonical-behavior,wiz8,005d25b0,canonical-behavior,identity-review,name_origin=descriptive,"Base-first construction with the class vtable installed among the field stores, and its two known construction sites both reach it through derived constructors"
function-evidence:wiz8:005d2610:reccmp,wiz8,005d2610,reccmp,identity-review,name_origin=descriptive,"79 of 79 bytes relocation-masked exact, which fixes the vptr offset and the 0x98 base extent"
function-evidence:wiz8:005d25f0:reccmp,wiz8,005d25f0,reccmp,identity-review,name_origin=descriptive,"30 of 30 bytes relocation-masked exact, generated by the compiler from the virtual destructor"
function-evidence:wiz8:005dfc70:reccmp,wiz8,005dfc70,reccmp,identity-review,name_origin=original-source-path,"143 of 143 bytes relocation-masked exact on the first build, which places the three tail fields at 0x140, 0x144 and 0x148"
function-evidence:wiz8:005e0180:reccmp,wiz8,005e0180,reccmp,identity-review,name_origin=original-source-path,"143 of 143 bytes relocation-masked exact on the first build, which places the three tail fields at 0x140, 0x144 and 0x148"
function-evidence:wiz8:0043a910:reccmp,wiz8,0043a910,reccmp,identity-review,name_origin=descriptive,"71 of 71 bytes relocation-masked exact on the first build, which places all eight own fields and fixes the base extent at 0x14"
function-evidence:wiz8:004f3d90:reccmp,wiz8,004f3d90,reccmp,identity-review,name_origin=descriptive,"52 of 52 bytes relocation-masked exact, which places flag_5 and region_18 and confirms VC6 folded the complete destructor into slot 0"
function-evidence:wiz8:004f5450:reccmp,wiz8,004f5450,reccmp,identity-review,name_origin=descriptive,"85 of 85 bytes relocation-masked exact; the match also proves the base destructor is implicit, since a declared one adds an unwind frame the canonical lacks"
function-evidence:wiz8:004218d0:reccmp,wiz8,004218d0,reccmp,identity-review,name_origin=descriptive,"11 of 11 bytes relocation-masked exact, which fixes the vptr offset and the base relationship"
function-evidence:wiz8:004218b0:reccmp,wiz8,004218b0,reccmp,identity-review,name_origin=descriptive,"30 of 30 bytes relocation-masked exact, generated by the compiler rather than written"
function-evidence:wiz8:005d1020:reccmp,wiz8,005d1020,reccmp,identity-review,name_origin=descriptive,"11 of 11 bytes relocation-masked exact, which fixes the vptr offset and the base relationship"
function-evidence:wiz8:005d1030:reccmp,wiz8,005d1030,reccmp,identity-review,name_origin=descriptive,"30 of 30 bytes relocation-masked exact, generated by the compiler rather than written"
function-evidence:wiz8:0044bec0:reccmp,wiz8,0044bec0,reccmp,identity-review,name_origin=descriptive,141 of 141 bytes relocation-masked exact; the match distinguishes three different destructor kinds among the owned members
function-evidence:wiz8:004b6bd0:reccmp,wiz8,004b6bd0,reccmp,identity-review,name_origin=descriptive,319 of 319 bytes relocation-masked exact
function-evidence:wiz8:004b6d90:reccmp,wiz8,004b6d90,reccmp,identity-review,name_origin=descriptive,44 of 44 bytes relocation-masked exact
function-evidence:wiz8:004b6dc0:reccmp,wiz8,004b6dc0,reccmp,identity-review,name_origin=descriptive,30 of 30 bytes relocation-masked exact
function-evidence:wiz8:004b6de0:reccmp,wiz8,004b6de0,reccmp,identity-review,name_origin=descriptive,17 of 17 bytes relocation-masked exact
function-evidence:wiz8:0042a260:reccmp,wiz8,0042a260,reccmp,identity-review,name_origin=descriptive,84 of 84 bytes relocation-masked exact
function-evidence:wiz8:0042a2c0:reccmp,wiz8,0042a2c0,reccmp,identity-review,name_origin=descriptive,17 of 17 bytes relocation-masked exact
function-evidence:wiz8:0042a2e0:reccmp,wiz8,0042a2e0,reccmp,identity-review,name_origin=descriptive,44 of 44 bytes relocation-masked exact
function-evidence:wiz8:0042a310:reccmp,wiz8,0042a310,reccmp,identity-review,name_origin=descriptive,30 of 30 bytes relocation-masked exact
function-evidence:wiz8:00446090:reccmp,wiz8,00446090,reccmp,identity-review,name_origin=descriptive,84 of 84 bytes relocation-masked exact
function-evidence:wiz8:004460f0:reccmp,wiz8,004460f0,reccmp,identity-review,name_origin=descriptive,17 of 17 bytes relocation-masked exact
function-evidence:wiz8:00446200:reccmp,wiz8,00446200,reccmp,identity-review,name_origin=descriptive,44 of 44 bytes relocation-masked exact
function-evidence:wiz8:00446230:reccmp,wiz8,00446230,reccmp,identity-review,name_origin=descriptive,30 of 30 bytes relocation-masked exact
function-evidence:wiz8:00451a40:reccmp,wiz8,00451a40,reccmp,identity-review,name_origin=descriptive,84 of 84 bytes relocation-masked exact
function-evidence:wiz8:00451aa0:reccmp,wiz8,00451aa0,reccmp,identity-review,name_origin=descriptive,17 of 17 bytes relocation-masked exact
function-evidence:wiz8:00451b40:reccmp,wiz8,00451b40,reccmp,identity-review,name_origin=descriptive,44 of 44 bytes relocation-masked exact
function-evidence:wiz8:00451b70:reccmp,wiz8,00451b70,reccmp,identity-review,name_origin=descriptive,30 of 30 bytes relocation-masked exact
function-evidence:wiz8:00456140:reccmp,wiz8,00456140,reccmp,identity-review,name_origin=descriptive,84 of 84 bytes relocation-masked exact
function-evidence:wiz8:004561a0:reccmp,wiz8,004561a0,reccmp,identity-review,name_origin=descriptive,17 of 17 bytes relocation-masked exact
function-evidence:wiz8:004561c0:reccmp,wiz8,004561c0,reccmp,identity-review,name_origin=descriptive,44 of 44 bytes relocation-masked exact
function-evidence:wiz8:004561f0:reccmp,wiz8,004561f0,reccmp,identity-review,name_origin=descriptive,30 of 30 bytes relocation-masked exact
function-evidence:wiz8:00474be0:reccmp,wiz8,00474be0,reccmp,identity-review,name_origin=descriptive,84 of 84 bytes relocation-masked exact
function-evidence:wiz8:00474c40:reccmp,wiz8,00474c40,reccmp,identity-review,name_origin=descriptive,17 of 17 bytes relocation-masked exact
function-evidence:wiz8:00474de0:reccmp,wiz8,00474de0,reccmp,identity-review,name_origin=descriptive,44 of 44 bytes relocation-masked exact
function-evidence:wiz8:00474e10:reccmp,wiz8,00474e10,reccmp,identity-review,name_origin=descriptive,30 of 30 bytes relocation-masked exact
function-evidence:wiz8:0048cda0:reccmp,wiz8,0048cda0,reccmp,identity-review,name_origin=descriptive,84 of 84 bytes relocation-masked exact
function-evidence:wiz8:0048ce00:reccmp,wiz8,0048ce00,reccmp,identity-review,name_origin=descriptive,17 of 17 bytes relocation-masked exact
function-evidence:wiz8:0048ced0:reccmp,wiz8,0048ced0,reccmp,identity-review,name_origin=descriptive,44 of 44 bytes relocation-masked exact
function-evidence:wiz8:0048cf00:reccmp,wiz8,0048cf00,reccmp,identity-review,name_origin=descriptive,30 of 30 bytes relocation-masked exact
function-evidence:wiz8:0048ce20:reccmp,wiz8,0048ce20,reccmp,identity-review,name_origin=descriptive,84 of 84 bytes relocation-masked exact
function-evidence:wiz8:0048ce80:reccmp,wiz8,0048ce80,reccmp,identity-review,name_origin=descriptive,17 of 17 bytes relocation-masked exact
function-evidence:wiz8:0048cf20:reccmp,wiz8,0048cf20,reccmp,identity-review,name_origin=descriptive,44 of 44 bytes relocation-masked exact
function-evidence:wiz8:0048cf50:reccmp,wiz8,0048cf50,reccmp,identity-review,name_origin=descriptive,30 of 30 bytes relocation-masked exact
function-evidence:wiz8:0048f190:reccmp,wiz8,0048f190,reccmp,identity-review,name_origin=descriptive,84 of 84 bytes relocation-masked exact
function-evidence:wiz8:0048f1f0:reccmp,wiz8,0048f1f0,reccmp,identity-review,name_origin=descriptive,17 of 17 bytes relocation-masked exact
function-evidence:wiz8:0048f210:reccmp,wiz8,0048f210,reccmp,identity-review,name_origin=descriptive,44 of 44 bytes relocation-masked exact
function-evidence:wiz8:0048f240:reccmp,wiz8,0048f240,reccmp,identity-review,name_origin=descriptive,30 of 30 bytes relocation-masked exact
function-evidence:wiz8:004a5c30:reccmp,wiz8,004a5c30,reccmp,identity-review,name_origin=descriptive,84 of 84 bytes relocation-masked exact
function-evidence:wiz8:004a5c90:reccmp,wiz8,004a5c90,reccmp,identity-review,name_origin=descriptive,17 of 17 bytes relocation-masked exact
function-evidence:wiz8:004a5cf0:reccmp,wiz8,004a5cf0,reccmp,identity-review,name_origin=descriptive,44 of 44 bytes relocation-masked exact
function-evidence:wiz8:004a5d20:reccmp,wiz8,004a5d20,reccmp,identity-review,name_origin=descriptive,30 of 30 bytes relocation-masked exact
function-evidence:wiz8:004a8e70:reccmp,wiz8,004a8e70,reccmp,identity-review,name_origin=descriptive,84 of 84 bytes relocation-masked exact
function-evidence:wiz8:004a8ed0:reccmp,wiz8,004a8ed0,reccmp,identity-review,name_origin=descriptive,17 of 17 bytes relocation-masked exact
function-evidence:wiz8:004a8ef0:reccmp,wiz8,004a8ef0,reccmp,identity-review,name_origin=descriptive,44 of 44 bytes relocation-masked exact
function-evidence:wiz8:004a8f20:reccmp,wiz8,004a8f20,reccmp,identity-review,name_origin=descriptive,30 of 30 bytes relocation-masked exact
function-evidence:wiz8:004af690:reccmp,wiz8,004af690,reccmp,identity-review,name_origin=descriptive,84 of 84 bytes relocation-masked exact
function-evidence:wiz8:004af6f0:reccmp,wiz8,004af6f0,reccmp,identity-review,name_origin=descriptive,17 of 17 bytes relocation-masked exact
function-evidence:wiz8:004af710:reccmp,wiz8,004af710,reccmp,identity-review,name_origin=descriptive,44 of 44 bytes relocation-masked exact
function-evidence:wiz8:004af740:reccmp,wiz8,004af740,reccmp,identity-review,name_origin=descriptive,30 of 30 bytes relocation-masked exact
function-evidence:wiz8:004cad00:reccmp,wiz8,004cad00,reccmp,identity-review,name_origin=descriptive,84 of 84 bytes relocation-masked exact
function-evidence:wiz8:004cad60:reccmp,wiz8,004cad60,reccmp,identity-review,name_origin=descriptive,17 of 17 bytes relocation-masked exact
function-evidence:wiz8:004cade0:reccmp,wiz8,004cade0,reccmp,identity-review,name_origin=descriptive,44 of 44 bytes relocation-masked exact
function-evidence:wiz8:004cae10:reccmp,wiz8,004cae10,reccmp,identity-review,name_origin=descriptive,30 of 30 bytes relocation-masked exact
function-evidence:wiz8:00501eb0:reccmp,wiz8,00501eb0,reccmp,identity-review,name_origin=descriptive,84 of 84 bytes relocation-masked exact
function-evidence:wiz8:00501f10:reccmp,wiz8,00501f10,reccmp,identity-review,name_origin=descriptive,17 of 17 bytes relocation-masked exact
function-evidence:wiz8:00501f30:reccmp,wiz8,00501f30,reccmp,identity-review,name_origin=descriptive,44 of 44 bytes relocation-masked exact
function-evidence:wiz8:00501f60:reccmp,wiz8,00501f60,reccmp,identity-review,name_origin=descriptive,30 of 30 bytes relocation-masked exact
function-evidence:wiz8:005acfc0:reccmp,wiz8,005acfc0,reccmp,identity-review,name_origin=descriptive,84 of 84 bytes relocation-masked exact
function-evidence:wiz8:005ad020:reccmp,wiz8,005ad020,reccmp,identity-review,name_origin=descriptive,17 of 17 bytes relocation-masked exact
function-evidence:wiz8:005ad180:reccmp,wiz8,005ad180,reccmp,identity-review,name_origin=descriptive,44 of 44 bytes relocation-masked exact
function-evidence:wiz8:005ad1b0:reccmp,wiz8,005ad1b0,reccmp,identity-review,name_origin=descriptive,30 of 30 bytes relocation-masked exact
function-evidence:wiz8:004cad80:reccmp,wiz8,004cad80,reccmp,identity-review,name_origin=descriptive,84 of 84 bytes relocation-masked exact
function-evidence:wiz8:00438c70:reccmp,wiz8,00438c70,reccmp,identity-review,name_origin=descriptive,17 of 17 bytes relocation-masked exact
function-evidence:wiz8:00438f40:reccmp,wiz8,00438f40,reccmp,identity-review,name_origin=descriptive,44 of 44 bytes relocation-masked exact
function-evidence:wiz8:00438f70:reccmp,wiz8,00438f70,reccmp,identity-review,name_origin=descriptive,30 of 30 bytes relocation-masked exact
function-evidence:wiz8:00585340:reccmp,wiz8,00585340,reccmp,identity-review,name_origin=descriptive,84 of 84 bytes relocation-masked exact
function-evidence:wiz8:004bdfe0:reccmp,wiz8,004bdfe0,reccmp,identity-review,name_origin=descriptive,17 of 17 bytes relocation-masked exact
function-evidence:wiz8:004be000:reccmp,wiz8,004be000,reccmp,identity-review,name_origin=descriptive,44 of 44 bytes relocation-masked exact
function-evidence:wiz8:004be030:reccmp,wiz8,004be030,reccmp,identity-review,name_origin=descriptive,30 of 30 bytes relocation-masked exact
function-evidence:wiz8:00445ff0:reccmp,wiz8,00445ff0,reccmp,identity-review,name_origin=descriptive,84 of 84 bytes relocation-masked exact
function-evidence:wiz8:00446050:reccmp,wiz8,00446050,reccmp,identity-review,name_origin=descriptive,17 of 17 bytes relocation-masked exact
function-evidence:wiz8:00446160:reccmp,wiz8,00446160,reccmp,identity-review,name_origin=descriptive,44 of 44 bytes relocation-masked exact
function-evidence:wiz8:00446190:reccmp,wiz8,00446190,reccmp,identity-review,name_origin=descriptive,30 of 30 bytes relocation-masked exact
function-evidence:wiz8:00489ed0:reccmp,wiz8,00489ed0,reccmp,identity-review,name_origin=descriptive,84 of 84 bytes relocation-masked exact
function-evidence:wiz8:00489f30:reccmp,wiz8,00489f30,reccmp,identity-review,name_origin=descriptive,17 of 17 bytes relocation-masked exact
function-evidence:wiz8:0048a110:reccmp,wiz8,0048a110,reccmp,identity-review,name_origin=descriptive,44 of 44 bytes relocation-masked exact
function-evidence:wiz8:0048a140:reccmp,wiz8,0048a140,reccmp,identity-review,name_origin=descriptive,30 of 30 bytes relocation-masked exact
function-evidence:wiz8:00484870:reccmp,wiz8,00484870,reccmp,identity-review,name_origin=descriptive,84 of 84 bytes relocation-masked exact
function-evidence:wiz8:00451d30:reccmp,wiz8,00451d30,reccmp,identity-review,name_origin=descriptive,17 of 17 bytes relocation-masked exact
function-evidence:wiz8:00451ce0:reccmp,wiz8,00451ce0,reccmp,identity-review,name_origin=descriptive,44 of 44 bytes relocation-masked exact
function-evidence:wiz8:00451d10:reccmp,wiz8,00451d10,reccmp,identity-review,name_origin=descriptive,30 of 30 bytes relocation-masked exact
function-evidence:wiz8:00501e50:reccmp,wiz8,00501e50,reccmp,identity-review,name_origin=descriptive,84 of 84 bytes relocation-masked exact
function-evidence:wiz8:00451b20:reccmp,wiz8,00451b20,reccmp,identity-review,name_origin=descriptive,17 of 17 bytes relocation-masked exact
function-evidence:wiz8:0042bbd0:reccmp,wiz8,0042bbd0,reccmp,identity-review,name_origin=descriptive,44 of 44 bytes relocation-masked exact
function-evidence:wiz8:00451b00:reccmp,wiz8,00451b00,reccmp,identity-review,name_origin=descriptive,30 of 30 bytes relocation-masked exact
